ID	Bibliography	Discussion	Title	Ancient City	Roman Province	Date	Low Date	High Date	Low Date Uncertainty	High Date Uncertainty	Dedicator	Honorand	Military	Civic	Administrator	Inscription Type	Keywords	Modern City	Modern Country	Photo	Sole Dedication	Group Dedication	Checked By	Damnatio	Inscription Text	Translation	Notes
253	SEG 23 00199																			http://web3.forest.usf.edu/main/other/severan/jdi/images/252.jpg			Transcription				
550	Pighi LudiP) = CIL 06 32329 = ALI 00266	"Taken from EDCS

MG"															"C, G, LSS, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/549.jpg			Image		DQ[3] / [3]A in ara M(?)[3] / [3] aqua sparsa [3] non erat adscenderu[nt 3] / [3] sellisternia sua o[3] praetextis sumptis et coronis [3] / [praeeun]te Antonino Aug(usto) filio [3]sque rem divinam fece[ru]nt ad [3]br() exta adsistentibus G[[eta Caes(are)]] et pr(aefecto) pr(aetorio) et ceteris v(iris) [3] / [3]iva cultrum op[3 p]otorium et pateram cum vino retinente praecatione [[3]] immol[avit I]unoni Reginae vaccam alb(am) Graeco Achivorit[u 3] / [3 u]ti tibi bove femina pulchra sacrum fiat te quaeso precor[que] uti [3] / [postquam] Iovi O(ptimo) M(aximo) inter [lucos(?) sac]rificaverunt cum Auggg(ustis) Fabius Magnus Aiacius Modestus ib[i religio]nis causa epul[ati sunt 3] / [XV]viris ante cellam Iunon[is Regin]ae venerunt ibique Severus Aug(ustus) Iuliae Aug(ustae) matri castror(um) con[iugi Aug(usti) et] matronis CX [3 adstantibus Numisia] / Maximilla et Terentia F[la]vola [v]irg(o) Vest(ali) praeit in haec verba Iuno Regina ast quid est [quod melius] siet p(opulo) R(omano) [Q(uiritium) permitte uti oremus te matres familiae CX p(opuli) R(omani)] Q(uiritium) nupt[ae obse]/cremusqu{a}e uti tu im[peri]um maiestatem[que p(opuli) R(omani) q(uiritium) du]elli domique auxis utique semper Latinu[m nomen tueare faveasque] p(opulo) R(omano) Q(uiritium) legionibu[sque 3] / p(opuli) R(omani) Q(uiritium) remque publicam p(opuli) R(omani) Q(uiritium) slavam serve[s 3] faxis sisque volens propitia p(opuli) [R(omani) Q(uiritium) XVviris s(acris) f(aciundis) nobis domibus familiis haec matres familiae CX] p(opuli) R(omani) nuptae genib[us nixae] / precamur o[r]amus obsecramusque [3 m]atronae Fl(avia) Pollitta Manili[3] Atili Severi Rufria[3 Cal]/purn[i] [3]mi Statilia M[3]a Pu[3]nia Laeta Enni Marcian[i 3 C]aecili Aristonis Ve[3] / tu[3]ia Pia Tibe[3 A]viti Lu[3]elia [3P]onti Paulini Magia[3] / [3 Ma]urici Fufid[ia 3 D]emetri Crepere[ia 3] / [3] Pontia Paulina [3] / [3]nis Cl(audiam) Eudaem[3] / [3]ia Atti Rufin[i 3] / [3] Festi Postumia [3] / [3]a Calpurni Front[3] / [3]ensia Polla Ci[3] / [3]a Ca[3]iu[3] / [3]ucui[3]i Iulia Taria Strat[3] / [3]nia [[3]]ana Ulpi Pompeian[i] Domitia Flacilla [3] / [3]i Ta[[3]]a Cornelia Asiana Nummi Faustiniani C[l(audia)] Dryantilla Plato[ri 3] / [3] Virbiana Flavi Drusiani Caesennia Tusidiana Livi Rogati Claudia Vi[3] / [3] Campani trib(uni) Octavia Athenais Flavi Clementis trib(uni) Semproni[a 3] / [3]ini primi pil(i) Aelia Gemellina Armeni Iuliani Antonia Tironilla Iulia Max[imia 3] / [3 sellistern]ia eodem more per easdem matronas habita item XV[viri s(acris) f(aciundis) 3] / [3]rnus pr(aetor) Aiacius Modestus Ofilius Macedo Nonius Arriu[s] Mucianus [3] / [3 Sae]vinius Proculus Fulvius Granianus q(uaestor) Augg(ustorum) Gargil[ius] Antiq[uus 3] / [3 sacrificio Terrae matri oblato 3]is interfuerunt O[3]C[3] / [3]CAIANI[		
548	NSA VIII 00007 (1953) S. 18	"Could not find transcription on EDCS

MG"																		http://web3.forest.usf.edu/main/other/severan/jdi/images/547.jpg			Image				
411	CIL 08 15722 = CIL 08 01616	"Transcription from EDCS.

HG"															JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/410.jpg			Translation		Iuliae Aug(ustae) / Piae Felici / matri Augus/ti et castro/rum et sena/tus et patriae / seniores kast(elli) / pos(uerunt) et dedic(averunt)		
545	Mitford 00171	"Could not find transcription on EDCS

MG"																		http://web3.forest.usf.edu/main/other/severan/jdi/images/544.jpg			Image				
507	IGLS 06 02712 = CIL 03 00138b = CIL 03 14385b2 = AE 1906 00187b	"AB: EDCS cites this as CIL 03, 00138b (p 970, 2328,75, 2328,76) = CIL 03, 14385b2 = IGLS-06, 02712 = AE 1906, 00187b ; This inscription seems to be just another side of the inscription at IGLS-06 02711."				212-217					Aurelius Antonius Longinus						"military, C, JD, cf. IGLS 06 02711"	"Heliopolis (Balabakk / Baalbek, Lebanon)"	Syria	http://web3.forest.usf.edu/main/other/severan/jdi/images/506.jpg			Translation		"[I(ovi) O(ptimo)] M(aximo), V(eneri), M(ercurio) * Diis heliupol(itanis)/  /* pro sal(ute) */[et victorii]s d(omini) n(ostri) Antonini Pii Fel(icis) Aug(usti) et Iuliae/ Aug(ustae) matris d(omini) n(ostri), castr(orum), senat(us), patr(iae),/ Aur(elius) Ant(onius) Longinus specul(ator) leg(ionis) I[IIGallicae]/ [Antoninia]nae capita columnarum dua aerea auro inluminata, sua/ pecunia ex voto l(ibens) a(nimo) s(olvit) *"		
412	CIL 08 15776	"Transcription from EDCS.

HG"															"JD, LSS, C, G, domus"			http://web3.forest.usf.edu/main/other/severan/jdi/images/411.jpg			Translation		[Iuliae Augustae] / L(uci) Septimi Se[ve]/ri Pi[i] Pertinaci[s] / Aug(usti) coniugi / Imp[p(eratorum)] Caesar[um] / M(arci) Aureli Antoni/[ni Pii Fel(icis) Aug(usti) et] / [[[P(ubli) Septimi Getae]]] / [[[Aug(usti)]] matri		
415	CIL 08 17837 = AE 1888 00028	"Transcription from EDCS.

HG"															"Mercury, LSS, C, G, JD, domus"			http://web3.forest.usf.edu/main/other/severan/jdi/images/414.jpg			Attention!		Mercurio Aug(usto) / sacrum / pro salute dd[[[d(ominorum)]]] / nn[[[n(ostrorum)]]] Severi et / Antonini [[et]] <> / [[Getae Caesaris]] <> / Augg(ustorum) et Iuliae / Augustae matri(s) / Aug[[[g(ustorum)]]] et castrorum / L(ucius) Germeus Silva/nus augur inlatis / r(ei) p(ublicae) ob honorem / auguratus HS / XXI mil(ibus) et CC n(ummum) / Mercurium ex / sua liberalita/te posuit et ob / dedicationem / ludos scenicos / edidit		
240	HESPERIA 10 (1941) p. 84 Nr. 00036																			http://web3.forest.usf.edu/main/other/severan/jdi/images/239.jpg			Transcription				
315	CIL 08 26257 = Uchi-01-Rug 00015 = Uchi-02 00037	"EDCS addition; not in Kettenhoffen

MW"															"JD, LSS"			http://web3.forest.usf.edu/main/other/severan/jdi/images/314.jpg			Translation		Iuliae Domnae Aug(ustae) / matri castrorum / Imp(eratoris) Caes(aris) L(uci) Septimi Se/veri Pii Pertinacis / Ar[a]bic[i Adi]abeni/ci [Aug(usti) coniugi] / d(ecreto) [d(ecurionum)] p(ecunia) [p(ublica)]		
536	IRT 00397 = AE 1926 00158	"Transcription taken from EDCS
MG"															"LSS, C, G, JD"	Labdah / Lepcis Magna	Tripolitana	http://web3.forest.usf.edu/main/other/severan/jdi/images/535.jpg			Image		Imp(eratori) Caes(ari) L(ucio) Septimio Sev[ero Pio Pertinaci Aug]usto Arabico Adiabenico Parthico m[axi]mo et / Imp(eratori) Caes(ari) M(arco) Aurelio [Antonino August]o et [[P(ublio) S[eptimio Getae nobilissim]o [Cae]s(ari)]] et Iuliae Aug[ustae matri Augustorum] / et cas[t]roru[m 3] / M(arcus) [3] Asper Aurelianus sacerdotalis provinciae Africae numini [maiestastique eorum devotus		
340	ILAlg 01 02086	"EDCS addition; not in Kettenhoffen

MW"				195-209					unknown						"domus, LSS, C, G, JD, mater avgg, mater castrorum"	M´Daourouch / Madauros	Numidia	http://web3.forest.usf.edu/main/other/severan/jdi/images/339.jpg			Image		[Pro salute et victo]riis Impp(eratorum) Caess(arum) L(uci) Septimi Severi Perti[nacis 3] / [Arabici Adiabenici P]arthici maximi p(atris) p(atriae) et M(arci) Aureli Anton[ini 3] / [3 dd(omminorum)] nn(ostrorum) Augg(ustorum) et L(uci) Septimi Severi Getae Caes(aris) et Iuliae Domn[ae Aug(ustae) matri] / [Augg(ustorum) et cas]trorum totiusque domus divinae	On behalf of the health and victory of the Imperatores Caesares Lucius Septimius Severus Pertinax Arabicus Adiabenicus Parthicus Maximus Pater Patriae and of Marcus Aurelius Antoninus our lords and Augusti and of Lucius Septimius Severus Geta Caesar and Julia Domna Augusta mother of the Augusti and of the Camp of of the whole divine house	
461	CIL 13 06531 = AE 1895 00033 = Riese 00194	"*Possibly after the Constitutio Antoniniana went into effect.

Lit. from EDH: F. Haug - G. Sixt, Die römischen Inschriften und Bildwerke Württembergs (Stuttgart 1900) 304-306, Nr. 401; Abb. 179.
E. Fabricius - F. Hettner - O. von Sarwey, Der obergermanisch-raetische
Limes des Roemerreiches 4 (Berlin - Leipzig 1929) 9-10, Nr. 44; Foto. - AE 1895.
M. Reuter, SJ 48, 1995, 33, Nr. 59."				212-217					24th Antonine Cohort of Volunteers						"military, statue, JD, cohort, military, honorific, sole dedicant"	"Murrhardt, statue base - honorary inscription"	Germania Superior	http://web3.forest.usf.edu/main/other/severan/jdi/images/460.jpg			Complete		IVLIAE AVGVS/TAE MATR[i i]NDVL/GENTIS[si]MI/ PRINCI[pis] M(arci) / [a]VR(eli) AN[to]N/N[i P]II [Aug(usti)] MA/TRI [sen]ATVS MA/TRI C[as]TROR(um) MATR(i)/PAT[ri]AE COH(ors) XXIIII/VOL(untariorum) ANTONINI/ANA C(ivium) R(omanorum) DEVO/[ta] N[um]INI  EIVS/	"To Julia Augusta, mother of the most gracious Princeps Marcus Aurelius Antoninus Pius Augustus, Mother of the Senatus, Mother of the Camp, Mother of the Fatherland, the 24th Cohort Antoniniana, of volunteers of citizens of Romans [this monument was] devoted to her divine will."	
517	Kayser Alexandrie imp 12 = IGRR 01 01067 = Breccia 82 =  SB 5.8783					211					city of Alexandria						"JD sole dedicant, Mater Castrorum of the unconquered camp"	Alexandria	Egypt	http://web3.forest.usf.edu/main/other/severan/jdi/images/516.jpg			Transcription		"[_]______ ______ ________
______ __________ ___
________ ______π____
    _ π____ {_vac.}_ {_hedera}_
___ _______ ____π_____
___ _______ _________ ___
  ______ ________ {_vac.}_ {_hedera}_
_________ _________ __(________)
_____ ____π______
_____ ___ _______ ___."		
505	ILAlg 02 00473 = CIL 08 06944	"Transcription from EDCS.

HG"															"LSS, C, G, JD, domus"			http://web3.forest.usf.edu/main/other/severan/jdi/images/504.jpg			Image		[Fortu]nae reduci / Aug(ustae) sacrum / pro salute et felicissimo reditu / Imp(eratoris) Caesaris L(uci) Septimi Severi Pii Pertina/cis Augusti Arabici Adiabenici / Parthici maximi fortissimi feli/cissimique pr(incipis) et Imp(eratoris) Caesaris / M(arci) Aureli Antonini Pii Felicis / Augusti [et L(uci) Septimi Getae nobilissimi Caesaris pii]ssim(orum) / fil(iorum) Aug(usti) nostri et Iuliae Augus/t(a)e matris Augusti [et Caes(aris)] et cas/trorum totiusque domus divina[e] / eorum C(aius) Sittius Q(uinti) fili(us) Quirina / Flavianus aedilis IIIvir praefec/tus coloniarum ob hono/rem IIIviratus dedit dedicavitque / repr(a)esentatis etiam suo quoque / tempore utriusque honoris r(ei) p(ublicae) ho/noraris summis HS vicenum mill/ium nummum et ob dedicationem / tanti numinis ludos quoque scae/nicos populo aedidit / d(ecreto) d(ecurionum) s(ua) p(ecunia) p(osuit)		
45	AE 1960 00226 a/b					214-											"JD, C, decuriones, mater avg (domini nostri), mater castrorum, mater senatus, mater patriae"	Cluj-Napoca / Napoca	Dacia	http://web3.forest.usf.edu/main/other/severan/jdi/images/44.jpg			Proof		Deae Syriae pro salu[te d(omini) n(ostri) Imp(eratoris) Caes(aris) M(arci) Aur(eli) Antonini Pii Fel(icis)] / Aug(usti) Pa[rt(hici)] ma[x(imi)] Brit(annici) max(imi) G[er(manici) max(imi) et Iuliae Aug(ustae) matris d(omini) n(ostri)] / et castrorum senat[usque ac patriae curante? L(ucio) Mario] / Perpetuo co(n)s(ulari) Dac(iarum) II[I ---] / Aureli Claudi Nepo[tiani? ---] / fratres empto [loc?]o [---] / sive ab eis quos ipsi [---] / d(ecreto) [d(ecurionum)?] / Messa[la et Sabino co(n)s(ulibus)]	To the Syrian goddess on behalf of the health of our lord the Imperator Caesar Marcus Aurelius Antoninus Pius Felix Augustus Parthicus Maximus Brittanicus Maximus Germanicus Maximus and of Julia Augusta mother of our lord and of the camp and of the senate and of the fatherland. When Lucius Marius Perpetuus of consular rank of the third Dacia... was overseeing ... of Aurelius Claudius Nepotianus... the brothers with the place having been purchased ... or by those men who themselves... By the decree of the Decuriones... when Messala and Sabinus were the consuls	
256	SEG 24 01111																			http://web3.forest.usf.edu/main/other/severan/jdi/images/255.jpg			Attention!				
71	BCTH 1904 00056	In a house close to the church. two separate fragments which seem to belong to the same monument.				post 195											"JD, mater castrorum, MAYBE BESTOWED WHILE JD IN SYRIA"	Bostra	Syria	http://web3.forest.usf.edu/main/other/severan/jdi/images/70.jpg			Complete		"Jul(iae) Domn(a)e Aug(ustae) mat(ri) kastro(rum). G(aius) Jul(ius), (domo) Ulpia ... Fir[mus]"	"To Julia Domna Augusta, mater castrorum.  Gaius Julius from the house .... Ulpia.... Firmus"	
249	IG II2 01076 = AE 1920 00053^J)																			http://web3.forest.usf.edu/main/other/severan/jdi/images/248.jpg			Transcription				
310	CIL 08 25808 = AE 1898 00100	"EDCS addition; not in Kettenhoffen

**IS THIS THE FULL TRANSCRIPTION?**

MW"															"C, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/309.jpg			Attention!		[Pro sa]lute Imp(eratoris) Caes(aris) M(arci) Aureli Severi Antonini Pii Felicis Aug(usti) Part(hici) max(imi) Germ(anici) max(imi) Brit(annici) max(imi) pontif(icis) [max(imi) trib(unicia) pot(estate) 3] / imp(eratoris) III co(n)s(ulis) IIII p(atris) p(atriae) proco(n)s(ulis) et Iuliae Domnae Aug(ustae) Piae Felic(is) matris Aug(usti) et castror(um) et senat(us) et patr(iae) tot[iusque domus divinae] / [3] Sentius Felix Repostus ob honorem fili sui L(uci) Senti Felicis Repostiani fl(amonii) p(er)p(etui) sive XI p[rimatus] / et mag(isterii) non administrati sua pecunia fecit		
578	ILAfr 00484 = AE 1915 40	"Transcription from EDCS.

HG"															"LSS, C, JD, domus"			http://web3.forest.usf.edu/main/other/severan/jdi/images/577.jpg			Image		[Mercu]rio Sobrio Aug(usto) [sacrum] / [pro salu]te Imp(eratoris) Caes(aris) L(uci) Septimi Se[veri Pii Pertinacis Aug(usti)] / [et Imp(eratoris) Caes(aris)] M(arci) Aureli Antonini Aug(usti) et I[uliae Domnae Aug(ustae) Piae] / [totius]que domus divinae sacerdo[tes dei Mercuri] / [t]em[plu]m [vetustate] corruptum / [refece]ru[nt item]que dedic[averunt] / [3]M[3]MEBII feceru[nt]		
427	CIL 08 22358	[SN]				214											"C, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/426.jpg			Proof		IMP(eratori) CAES(ari) / M(arco) AVREL(io) SEV(ero) / ANTONINO / PIO FEL(ici) AVG(usto) / PART(hico) MAX(imo) BRIT(annico) MAX(imo) GER(manico) MAX(imo) PO(ntifici) / MAX(imo) TR(ibunicia) POT(estati) XVII / IMP(eratori) II CO(n)S(uli) IIII / P(atri) P(atriae) PROCO(n)S(uli) ET / IVLIAE AVG(ustae) MAT(ri) / AVG(usti) ET CAS(t)R(orum)  ET / SEN[at](us) AC PA(t)RIAE	"To Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus, Pathicus Maximus, Britannicus Maximus, Germanicus Maximus, Pontifex Maximus, in the 17th year of his Tribunica Potestas, with his second acclamation as Imperator, Consul 4 times, Pater Patriae, Proconsul, and to Julia Augusta, Mater Augusti, Mater Castrorum, Mater Senatus, and Mater Patriae."	
383	CIL 08 06340	"Transcription from EDCS.

HG"															"JD, C, LSS,"			http://web3.forest.usf.edu/main/other/severan/jdi/images/382.jpg			Translation		Iuliae August[ae] / matri castror(um) coniugi / Imp(eratoris) Caes(aris) divi M(arci) Antonini / Pii Germ(anici) Sar(matici) fil(ii) divi Com(modi) / fratris divi Antonini Pii nep(otis) / divi Hadr(iani) pron(epotis) divi Traian(i) / Part(hici) abnep(otis) divi Ner(vae) adnep(otis) / L(uci) Septimi Severi Pii Pert(inacis) Aug(usti) / Part(hici) Arab(ici) Part(hici) Adiab(enici) propa(gatoris) imp(erii) / pont(ificis) max(imi) trib(unicia) pot(estate) IX imp(eratoris) XI co(n)s(ulis) / II proco(n)s(ulis) p(atris) p(atriae) fortiss(imi) feliciss(imi) ac / sanctissimi principis matri / Imp(eratoris) Caes(aris) M(arci) Aureli Antonini S[		
448	CIL 10 05826	"[SN] Uncertain of PROC MAGNO

Uncertain of FERENTINAS"				213											"JD, C"			http://web3.forest.usf.edu/main/other/severan/jdi/images/447.jpg			Proof		"Column One:  IVLIAE AVG(ustae) MATRI / AVG(usti) ET CASTROR(um) / ET SENATVS AC / PATRIAE PIAE FELICI

Column Two:  IMP(eratori) CAES(ari) M(arco) AVRELLIO ANTONI[no pio] / FELICI[o] AVG(usto) PART(hico) MAX(imo) BRIT(annico) MAX(imo) [pont](ifici) / MAX(imo) GER(manico) Max(imo) TRIB(unicia) POT(estas) XVI IMP(erator) II COS [iiii] / PROC MAGNO ET INVICTO AC FORTISSIMO PRINCIPI

Below Columns:  SENATVS POP[v]LVSQ(ue) FERENTIN[as]"	"Column One:  To Julia Augusta, Mater Augusti and Mater Castrorum and Mater Senatus and Mater Patria, Pia, Felix

Column Two:  To Imperator Caesar Marcus Aurelius Antoninus Pius, Felix, Augustus, Parthicus Maximus, Britannicus Maximus, Pontifex Maximus, Germanicus Maximus, in the 16th year of his Tribunicia Potestas, with his second acclamations as Imperator, four times consul, _____________ and Unconquerable and Most Brave Princeps.

Column Three:  The Senate and the Populace"	
442	CIL 08 27778	"Transcription from EDCS.

HG"															"JD, LSS,  C"			http://web3.forest.usf.edu/main/other/severan/jdi/images/441.jpg			Image		Iuliae Aug(ustae) coniug[i] / Imp(eratoris) Caes(aris) divi M(arci) Antoni/ni Pii Germ(anici) Sarm(atici) fil(i) divi / Commodi fratris divi An/tonini Pii nepotis divi Hadri/ani pronepotis divi Traiani / Parthici abnepotis divi Ner/vae adnepotis / L(uci) Septimi Severi Pii Pertina/cis Aug(usti) Arabici Adiabenici / p(ontificis) m(aximi) tr(ibunicia) pot(estate) VII imp(eratoris) VIII co(n)s(ulis) I[I p(atris) p(atriae)] / matri sanctissimi [principis] / [M(arci) Aureli Antonini		
63	AE 1969/70 00699					199					city of Silensium						"LSS, C, JD, decuriones, city, wife, antonine heritage, mater castrorum, mater avg"	Silensis (?) modern Bordj el Ksar / Sila	Numidia	http://web3.forest.usf.edu/main/other/severan/jdi/images/62.jpg			Complete		Iuliae Augustae matri / castrorum coniugi / [i]mp(eratoris) Cae(saris) divi M(arci) Antonini / [P]ii Germanici Sarmatici fil(ii) divi / [C]ommodi fratr(is) divi Antoni/ni Pii nep(otis) divi Hadriani prone/poti(s) divi Traiani Parthici abnepoti(s) / divi Nervae adnepotis / L(uci) Septimi Severi Pii Pertinacis / [Au]g(usti) Parthici Arabici Parthici Adiabenici / [pr]o[p]agatoris imperi(i) pontif(icis) max(imi) trib(unicia) / [pot(estate) V]II imp(eratoris) XI co(n)s(ulis) II p(atris) p(atriae) proco(n)s(ulis) fortissimi / [s]anctissimi princip(is) matri / [M(arci) Aur]el(i) Antonini Aug(usti) indulgentissimiq(ue) / pr(i)ncipis r(es) p(ublica) S[il]ensium d(ecreto) d(ecurionum)	"To Julia Augusta, mother of the camp, wife of the Imperator Caesar, son of the divine Marcus Antoninus Pius Germanicus Sarmaticus, brother of the divine Commodus, grandson of the divine Antoninus Pius, great-grandson  of the divine Hadrian, great great grandson of the divine Trajan Parthicus, great great grandson of the divine Nerva, Lucius Septimius Severus Pius Pertinax Augustus Parthicus Arabicus Parthicus Adiadbenicus, extender of the empire, pontifex maximus, tribunicia potestas eight times, consul twice, Pater Patriae, proconsul, the bravest, most holy princeps, and mother of Marcus Aurelius Antoninus Augustus, the most indulgent prince, the city of Silensium (erected this) by decree of the decuriones."	
346	ILTun 00066 = AE 1934 00035 = ILPBardo 00020	"EDCS addition; not in Kettenhoffen

MW"															"C, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/345.jpg			Image		Pro salute et vic[toria] / Imp(eratoris) Caes(aris) M(arci) Aureli [Severi] / Antonini Pii Fel(icis) Aug(usti) for[tissimi] / felicissimi et Iuliae Dom[nae] / Aug(ustae) mat(ris) Aug(usti) et castro[rum] / et senatus et patriae to[tius]/que [do]mus divinae / L(ucius) M[3 Fel]ix Quad[ratus?] / [3 II]vir [3] / sta[tuas d]uas [3] / et [3]ae QV[3]/tro populo p[3 sua] / pecunia rei p[ublicae 3] / dono [dedit] / AP[		
387	CIL 08 04323 = CIL 08 18528	"Transcription from EDCS.

HG

Lit from EDH: B.E. Thomasson, Fasti Africani. Senatorische und ritterliche
 Amtsträger in den römischen Provinzen Nordafrikas von Augustus bis
 Diokletian (Stockholm 1996) 177, Nr. 52a.
 CIL 08, 04323.
 CIL 08, 18528.
 PIR S 682."				195-211					"Cohort II of Moors,"						"LSS, C, JD, [[G]], domus, military, centurion, cohort, votive, altar, mater castrorum, mater avgg"	Casae; votive inscription; altar	Numidia	http://web3.forest.usf.edu/main/other/severan/jdi/images/386.jpg			Image		[Pro salute Impp(eratorum) Caess(arum)] / [L(uci) Septimi Seve]/ri et M(arci) Aurel(i) / Antonini et / <>/<> Augg[[g(ustorum)]] et / Iuliae Aug(ustae) ma/tri [ca]stroru(m) / et Augg(ustorum) totiusque / domus divinae / dedicante Subatiano / Proculo leg(ato) Augg[[g(ustorum)]] / sub cur(a) C(ai) Iuli / Paulini |(centurionis) coh(ortis) II Maur(orum) / vex(illatio) n(ummo?) collato n(umero) CXXVI / Kal(endis) Aug(ustis) d(omino) n(ostro) Antonino III / [[[Geta]]] co(n)s(ulibus) / v(otum) s(olvit) l(ibens) a(nimo)		
367	CIL 08 02549	MW															domus			http://web3.forest.usf.edu/main/other/severan/jdi/images/366.jpg			Transcription		IMPP(eratoribus) CAESS(aribus) L(uci) SEPTIMI SEV[eri pii pertinacis aug(usti) et] / M(arci) AVRELI ANTONINI AVG(usti) [et l(uci) septimi getae et iuliae] / AVGUSTAE MATRI AVGV[storum et castrorum dedicante] / Q(uinto) ANICIO FAVSTO LEG AVG[g(ustorum) p(ate)r p(at)r(iae) c u cos designato]		
489	IGBulg 01^2 00063																			http://web3.forest.usf.edu/main/other/severan/jdi/images/488.jpg			Transcription				
288	ILAfr 00218	"EDCS addition; not in Kettenhoffen

MW"															JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/287.jpg			Image		Feli]/cis [Aug(usti) pontificis max]/imi [3] / [3]NTI[3] / [6] / [6] / [6] / [3 et Iuliae] Do/mnae [A]ug(ustae) matris Aug[g(ustorum)] / et cas[tr]orum L(ucius) Metili/us Primus Iulianus MA / [3 solut]us voto sua pe/cunia posuit idemque de/dicavit		
329	IAM-02-02 00815 = IAM-S 00815	"EDCS addition; not in Kettenhoffen

MW"															"domus, FP"			http://web3.forest.usf.edu/main/other/severan/jdi/images/328.jpg			Image		Imp(eratori) Caes(ari) [divi M(arci) Antonini Pii Germ(anici) Sarm(atici) f(ilio) divi Commodi fratri divi Antonini Pii nep(oti) divi Hadriani] / pron[ep(oti) divi Traiani Parthici abnep(oti) divi Nervae adnep(oti) L(ucio) Septimio Severo Pio Pertinaci Aug(usto) Ara]/bico A[diabenico Parthico max(imo) pont(ifici) max(imo) trib(unicia) pot(estate) XII imp(eratori) XI co(n)s(uli) III p(atri) p(atriae) proco(n)s(uli) et] / Imp(eratori) Caes(ari) [L(uci) Septimi Severi Pii Pertinacis Aug(usti) filio M(arco) Aurelio Antonino Pio Felici Aug(usto) Parthico max(imo?) trib(unicia) pot(estate)] / VII co(n)s(uli) [des(ignato) II(?) p(atri) p(atriae?) proco(n)s(uli?) et nobilissimo Caes(ari) Imp(eratoris L(uci) Septimi Severi Aug(usti) filio M(arci) Aureli Antonini Aug(usti) fratri] / [[Publio S[eptimio Getae Caesari]] et Iuliae Domnae Aug(ustae) matri Aug(ustorum) et castrorum [[et Fulviae Plautillae Aug(ustae) uxori]]] / Imp(eratoris) [Caes(aris) M(arci) Aureli Antonini Pii Felicis Aug(usti)		
110	AE 1983 00914																			http://web3.forest.usf.edu/main/other/severan/jdi/images/109.jpg			Image				
492	IGBulg 02 00631	PHI				209-212					M. Junius Lucianus and Ulpia Agrippina						"JD sole dedicant, M. Junius Lucianus and Ulpia Agrippina, high priest, high priestess"	Nicopolis ad Istrum	Moesia Inferior	http://web3.forest.usf.edu/main/other/severan/jdi/images/491.jpg			Transcription		"[______] _[_]____.
[_______ ______ ____ ________ __]______ _______ ____________ _ _(______) _ __π___<_>__ _______ __________ _ ______-
[___ ________ ________ __________]_ ________ ___________ _________ ________, __________ ________ __ __,
[____________ __ —_, _π____ __ —_, π___]____ π_______, _______ ___ ____________ ________ _(_____) ________ __________ ________
[________ ________ ___________] ______, _π_________ ___ _π_______ ___(____) ___π_____ π_____(_____) _ ______(_____) {__________}__ _ ________-
[_____ _ ________ _____ ___ _] _________ _____ ___π___ _____π_____ {_______π_____}__ ________."		
142	AE 1993 01510																			http://web3.forest.usf.edu/main/other/severan/jdi/images/141.jpg			Transcription				
463	CIL 13 07417 = Riese 00155																			http://web3.forest.usf.edu/main/other/severan/jdi/images/462.jpg			Transcription		Pro salute et Victoria et / reditu Imppp(eratorum) Caesss(arum) L(uci) / Septimi Severi Pertina/cis et M(arci) Aureli Antonini / et P(ubli) Septimi [[G[etae]]] Piorum / Auggg(ustorum) et Iuliae Domnae / Augustae matris Augg(ustorum) et / [ca]strorum Q(uintus) Aiacius / [Mo]destus Crescentia/[nus] leg(atus) G(ermaniae) s(uperioris) num(ini?) d[evotus		
84	CIL 03 01376	HG: Dated between 212 (after Geta was murdered and Julia Domna got her MAT SENAT title) and 217 (when Caracalla was murdered).				212-217											"C, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/83.jpg			Proof		[Iuliae a]VG(ustae) M[atri/ sanc]TISSI/[mi* imp(eratori) anto]NINI/ [aug(usti) et c]ASTRO/[rum et sen]ATVS/ T**	"To Julia Augusta, Mater of the sanctissimus Imperator, Antoninus Augustus and Castrorum and Senatus, T.."	
